transaction_id,card_id,timestamp,amount,category
76,2,2024-10-17 07:21:20,75.09,Grocery
77,2,2024-10-28 19:11:23,81.13,Dining
78,2,2024-11-03 21:09:59,46.74,Grocery
79,2,2024-11-05 08:01:21,34.27,Grocery
80,2,2024-11-08 02:10:31,38.5,Travel
81,2,2024-11-08 05:58:24,171.79,Grocery
82,2,2024-11-14 06:08:07,49.17,Entertainment
83,2,2024-12-06 08:05:03,103.42,Grocery
84,2,2024-12-19 23:08:06,97.77,Dining
85,2,2024-12-23 20:12:55,19.05,Grocery
86,2,2024-12-31 19:31:35,21.68,Dining
87,2,2024-12-31 20:10:53,72.81,Grocery
88,2,2025-01-03 21:31:41,5.83,Grocery
89,2,2025-01-07 20:19:03,43.27,Retail
90,2,2025-01-07 23:50:31,72.42,Grocery
91,2,2025-01-13 11:00:04,31.26,Travel
92,2,2025-01-18 17:41:20,25.35,Retail
93,2,2025-02-14 12:37:14,38.03,Grocery
94,2,2025-02-25 14:42:04,74.24,Retail
95,2,2025-04-01 12:23:00,26.5,Dining
96,2,2025-04-09 23:24:46,88.07,Healthcare
97,2,2025-04-12 01:23:15,36.39,Grocery
98,2,2025-04-20 07:12:09,23.67,Retail
99,2,2025-05-10 22:58:52,51.35,Retail
100,2,2025-05-22 05:21:09,22.41,Grocery
101,2,2025-05-23 12:57:28,38.68,Retail
102,2,2025-05-25 15:25:40,8.36,Retail
103,2,2025-05-31 08:05:29,3.62,Grocery
104,2,2025-06-08 23:12:09,28.49,Grocery
105,2,2025-06-16 03:58:36,20.34,Retail
106,3,2024-04-11 22:49:20,25.65,Grocery
107,3,2024-04-13 03:32:47,38.31,Gas
108,3,2024-04-15 03:50:40,62.41,Grocery
109,3,2024-04-15 04:21:51,17.31,Travel
110,3,2024-04-16 16:45:23,51.7,Grocery
111,3,2024-04-17 06:56:17,14.33,Dining
112,3,2024-04-19 12:27:31,20.3,Grocery
113,3,2024-04-19 17:59:30,52.58,Healthcare
114,3,2024-04-22 13:42:18,55.09,Dining
115,3,2024-04-25 19:06:17,10.91,Grocery
116,3,2024-04-26 00:03:30,74.41,Gas
117,3,2024-04-29 10:40:59,44.94,Grocery
118,3,2024-05-04 10:29:33,57.07,Grocery
119,3,2024-05-04 16:26:37,51.97,Grocery
120,3,2024-05-06 08:55:04,3.7,Grocery
121,3,2024-05-06 23:01:04,36.21,Retail
122,3,2024-05-07 15:36:46,14.57,Grocery
123,3,2024-05-09 03:17:27,29.45,Travel
124,3,2024-05-12 01:29:59,5.44,Healthcare
125,3,2024-05-16 03:09:45,57.47,Gas
126,3,2024-05-16 12:56:15,87.96,Grocery
127,3,2024-05-16 14:00:45,31.16,Dining
128,3,2024-05-21 01:31:33,4.27,Entertainment
129,3,2024-05-24 11:19:03,38.54,Retail
130,3,2024-05-28 15:54:50,45.68,Dining
131,3,2024-05-29 18:04:57,20.14,Grocery
132,3,2024-05-30 09:29:24,19.52,Dining
133,3,2024-06-02 03:37:14,58.0,Grocery
134,3,2024-06-03 17:02:22,34.43,Utilities
135,3,2024-06-03 23:27:45,6.55,Healthcare
136,3,2024-06-04 13:02:21,20.74,Retail
137,3,2024-06-12 11:22:34,33.23,Grocery
138,3,2024-06-17 19:08:39,54.42,Retail
139,3,2024-06-18 10:10:50,57.88,Travel
140,3,2024-06-24 03:48:35,16.39,Gas
141,3,2024-07-02 05:25:03,33.44,Entertainment
142,3,2024-07-03 14:14:53,86.1,Travel
143,3,2024-07-05 15:06:36,9.98,Entertainment
144,3,2024-07-07 23:00:28,9.46,Dining
145,3,2024-07-09 07:04:38,28.82,Utilities
146,3,2024-07-23 22:52:07,26.85,Travel
147,3,2024-07-25 02:42:10,49.36,Grocery
148,3,2024-07-29 16:23:12,144.39,Dining
149,3,2024-07-30 04:45:13,51.12,Dining
150,3,2024-07-31 09:28:58,40.07,Retail
151,3,2024-07-31 20:21:40,36.71,Travel
152,3,2024-08-04 10:33:24,60.85,Retail
153,3,2024-08-05 20:24:26,52.79,Grocery
154,3,2024-08-06 08:27:30,87.52,Dining
155,3,2024-08-07 12:10:59,85.77,Grocery
156,3,2024-08-13 07:01:31,48.22,Grocery
157,3,2024-08-13 15:30:14,32.34,Grocery
158,3,2024-08-17 17:24:38,36.15,Grocery
159,3,2024-08-20 10:57:05,41.27,Grocery
160,3,2024-08-31 11:22:40,57.33,Dining
161,3,2024-09-01 03:07:41,23.96,Entertainment
162,3,2024-09-01 07:52:02,14.29,Dining
163,3,2024-09-11 14:43:19,25.78,Entertainment
164,3,2024-09-13 16:22:28,10.48,Grocery
165,3,2024-09-16 16:35:57,45.58,Dining
166,3,2024-09-17 14:33:13,26.67,Retail
167,3,2024-09-17 23:20:10,7.62,Retail
168,3,2024-09-24 07:04:21,74.14,Dining
169,3,2024-09-27 07:24:46,7.41,Dining
170,3,2024-10-04 21:34:45,42.04,Gas
171,3,2024-10-09 02:23:09,39.69,Utilities
172,3,2024-10-11 00:03:22,56.7,Healthcare
173,3,2024-10-11 00:58:45,41.46,Healthcare
174,3,2024-10-17 09:16:45,27.06,Grocery
175,3,2024-10-18 02:29:25,13.58,Grocery
176,3,2024-10-20 05:02:07,8.24,Utilities
177,3,2024-10-20 08:44:41,8.98,Utilities
178,3,2024-10-21 08:03:31,20.4,Grocery
179,3,2024-10-27 07:20:36,60.64,Grocery
180,3,2024-10-28 18:42:04,39.11,Dining
181,3,2024-11-08 06:58:09,8.97,Grocery
182,3,2024-11-09 02:39:44,14.5,Grocery
183,3,2024-11-15 23:34:13,27.28,Travel
184,3,2024-11-21 19:59:45,19.39,Gas
185,3,2024-11-26 21:33:34,59.84,Dining
186,3,2024-11-28 01:53:27,43.44,Grocery
187,3,2024-12-02 03:44:19,14.48,Grocery
188,3,2024-12-03 09:16:03,33.88,Dining
189,3,2024-12-05 08:01:12,42.4,Entertainment
190,3,2024-12-07 05:21:48,44.08,Grocery
191,3,2024-12-11 01:30:53,82.84,Gas
192,3,2024-12-13 14:28:17,46.75,Dining
193,3,2024-12-14 22:43:43,25.81,Travel
194,3,2024-12-17 17:52:19,30.95,Travel
195,3,2024-12-18 12:06:00,51.54,Grocery
196,3,2024-12-20 18:37:39,14.29,Travel
197,3,2024-12-21 09:50:37,25.7,Retail
198,3,2024-12-21 12:14:34,77.36,Grocery
199,3,2024-12-26 17:41:25,36.28,Grocery
200,3,2024-12-27 22:47:41,19.63,Dining
201,3,2024-12-28 15:10:48,41.26,Grocery
202,3,2024-12-31 08:29:42,86.53,Entertainment
203,3,2024-12-31 15:50:51,139.67,Travel
204,3,2025-01-04 01:05:24,102.73,Grocery
205,3,2025-01-05 04:18:24,31.86,Grocery
206,3,2025-01-09 01:44:03,70.52,Entertainment
207,3,2025-01-10 10:57:57,80.22,Retail
208,3,2025-01-10 19:55:20,11.8,Grocery
209,3,2025-01-13 16:37:28,41.38,Grocery
210,3,2025-01-18 22:36:10,50.26,Travel
211,3,2025-01-23 00:05:30,21.78,Grocery
212,3,2025-01-23 14:55:14,62.93,Entertainment
213,3,2025-01-26 22:30:33,43.93,Retail
214,3,2025-01-28 18:14:46,6.47,Entertainment
215,3,2025-01-30 21:43:07,9.35,Retail
216,3,2025-02-01 10:13:01,26.73,Grocery
217,3,2025-02-02 07:33:20,70.21,Entertainment
218,3,2025-02-05 23:09:50,63.69,Retail
219,3,2025-02-06 12:47:56,45.95,Grocery
220,3,2025-02-09 06:53:11,6.83,Dining
221,3,2025-02-12 17:56:14,61.33,Travel
222,3,2025-02-16 10:15:33,32.5,Grocery
223,3,2025-02-18 10:29:33,26.22,Grocery
224,3,2025-02-25 17:11:01,34.03,Healthcare
225,3,2025-03-10 14:33:20,41.46,Travel
226,3,2025-03-11 21:05:17,34.03,Retail
227,3,2025-03-12 03:31:44,8.37,Utilities
228,3,2025-03-15 11:17:25,42.4,Retail
229,3,2025-03-17 04:16:11,9.88,Entertainment
230,3,2025-03-19 05:30:01,29.49,Gas
231,3,2025-03-23 07:25:08,10.09,Grocery
232,3,2025-03-25 15:06:52,62.5,Grocery
233,3,2025-04-03 07:59:17,61.15,Dining
234,3,2025-04-04 21:04:49,20.84,Grocery
235,3,2025-04-11 16:31:25,12.03,Retail
236,3,2025-04-13 07:49:39,21.39,Grocery
237,3,2025-04-18 02:38:48,18.4,Dining
238,3,2025-04-22 00:41:02,0.6,Retail
239,3,2025-04-22 06:11:33,35.6,Grocery
240,3,2025-04-23 14:13:21,24.24,Grocery
241,3,2025-04-26 00:15:10,149.7,Retail
242,3,2025-04-27 01:46:51,40.44,Retail
243,3,2025-04-27 08:33:05,56.66,Grocery
244,3,2025-04-27 11:11:55,141.75,Dining
245,3,2025-05-07 23:42:35,23.58,Retail
246,3,2025-05-10 00:17:03,4.4,Dining
247,3,2025-05-11 03:46:16,11.16,Grocery
248,3,2025-05-11 15:01:26,105.49,Utilities
249,3,2025-05-11 15:03:02,28.66,Entertainment
250,3,2025-05-11 22:54:08,16.68,Grocery
251,3,2025-05-12 14:19:12,12.68,Retail
252,3,2025-05-16 19:35:11,14.77,Retail
253,3,2025-05-20 19:55:01,13.7,Grocery
254,3,2025-05-23 03:00:43,36.73,Utilities
255,3,2025-05-23 23:42:31,19.3,Travel
256,3,2025-05-28 07:32:24,49.32,Travel
257,3,2025-06-01 02:15:50,11.31,Dining
258,3,2025-06-02 02:48:09,33.44,Retail
259,3,2025-06-08 10:28:52,65.64,Utilities
260,3,2025-06-08 22:10:42,25.8,Dining
261,3,2025-06-11 13:02:26,17.04,Healthcare
262,3,2025-06-13 03:26:42,51.38,Dining
263,3,2025-06-16 22:55:53,80.98,Grocery
264,3,2025-06-19 12:22:07,29.89,Grocery
265,3,2025-06-22 17:44:12,35.76,Retail
266,3,2025-06-24 16:43:33,137.23,Dining
267,3,2025-06-25 09:19:55,36.25,Retail
268,4,2023-06-20 00:27:22,73.2,Travel
269,4,2023-07-01 21:05:35,65.52,Utilities
270,4,2023-07-07 04:09:12,12.23,Utilities
271,4,2023-07-11 01:43:07,46.54,Utilities
272,4,2023-07-12 05:25:33,98.08,Grocery
273,4,2023-07-21 14:09:38,70.87,Grocery
274,4,2023-07-31 19:17:51,34.09,Healthcare
275,4,2023-08-01 02:01:12,31.95,Dining
276,4,2023-08-07 03:54:34,27.87,Retail
277,4,2023-08-15 18:36:23,9.63,Retail
278,4,2023-08-15 21:29:01,10.43,Grocery
279,4,2023-08-17 10:37:43,40.5,Grocery
280,4,2023-08-21 03:22:59,19.72,Dining
281,4,2023-08-24 00:18:10,43.62,Grocery
282,4,2023-08-27 07:58:27,86.47,Entertainment
283,4,2023-09-04 20:37:43,24.57,Entertainment
284,4,2023-11-03 07:22:48,52.8,Entertainment
285,4,2023-11-03 19:49:42,27.59,Dining
286,4,2023-11-16 05:22:21,73.35,Gas
287,4,2023-12-10 04:39:01,36.68,Dining
288,4,2024-01-06 02:59:02,22.72,Grocery
289,4,2024-01-09 04:06:20,37.86,Grocery
290,4,2024-01-14 10:56:07,57.22,Dining
291,4,2024-01-16 11:03:03,110.37,Dining
292,4,2024-01-22 17:12:02,68.37,Gas
293,4,2024-01-27 16:47:56,36.07,Entertainment
294,4,2024-02-17 14:04:31,29.31,Dining
295,4,2024-02-23 16:57:19,6.72,Retail
296,4,2024-02-24 13:56:48,30.54,Utilities
297,4,2024-02-27 17:54:50,50.16,Travel
298,4,2024-02-28 09:30:41,33.98,Utilities
299,4,2024-03-10 11:57:17,12.77,Travel
300,4,2024-04-03 08:20:23,7.02,Travel
301,4,2024-04-05 04:03:44,8.98,Dining
302,4,2024-04-09 08:38:22,25.16,Grocery
303,4,2024-04-13 14:15:42,20.89,Dining
304,4,2024-04-26 20:12:04,59.44,Entertainment
305,4,2024-05-17 05:20:46,26.43,Retail
306,4,2024-05-31 09:20:29,21.03,Dining
307,4,2024-06-24 03:07:41,11.85,Dining
308,4,2024-06-25 21:53:29,42.41,Entertainment
309,4,2024-08-06 01:06:44,7.37,Entertainment
310,4,2024-08-15 10:47:03,5.64,Grocery
311,4,2024-08-23 08:13:08,61.04,Dining
312,4,2024-08-23 13:33:05,46.62,Grocery
313,4,2024-08-25 14:50:55,63.22,Grocery
314,4,2024-09-04 00:20:52,47.21,Dining
315,4,2024-09-18 02:46:00,47.2,Grocery
316,4,2024-10-22 09:40:04,91.79,Utilities
317,4,2024-11-06 15:34:21,11.6,Grocery
318,4,2024-11-25 14:42:23,11.07,Grocery
319,4,2024-11-28 19:10:14,41.9,Healthcare
320,4,2024-12-06 08:50:05,24.52,Retail
321,4,2025-03-27 11:05:29,120.42,Dining
322,4,2025-03-30 14:06:48,58.87,Travel
323,4,2025-04-14 18:34:03,51.16,Retail
324,4,2025-04-18 04:22:40,49.37,Grocery
325,4,2025-04-18 14:08:27,31.98,Entertainment
326,4,2025-04-29 20:03:18,70.6,Grocery
327,4,2025-05-06 19:02:07,36.43,Utilities
328,4,2025-05-09 16:33:22,64.74,Dining
329,4,2025-05-12 00:43:02,63.49,Travel
330,4,2025-05-29 09:58:03,36.81,Dining
331,4,2025-06-09 15:52:28,71.86,Entertainment
332,4,2025-06-19 10:14:13,50.24,Utilities
333,4,2025-06-23 06:39:42,47.39,Healthcare
334,5,2021-08-04 17:09:51,223.45,Retail
335,5,2021-08-11 11:54:24,261.59,Travel
336,5,2021-09-04 08:45:44,163.97,Travel
337,5,2021-09-30 10:21:53,281.77,Travel
338,5,2021-10-13 21:42:12,208.76,Travel
339,5,2021-10-26 12:24:32,367.97,Retail
340,5,2021-11-15 13:37:40,333.79,Travel
341,5,2022-01-07 04:50:08,283.19,Entertainment
342,5,2022-01-20 11:31:54,206.83,Travel
343,5,2022-02-10 02:26:02,392.78,Travel
344,5,2022-02-18 00:51:41,256.41,Entertainment
345,5,2022-03-15 03:46:17,180.24,Entertainment
346,5,2022-05-10 22:53:31,268.45,Travel
347,5,2022-05-30 08:25:08,201.77,Travel
348,5,2022-07-06 01:48:05,119.58,Retail
349,5,2022-08-12 20:04:44,201.87,Entertainment
350,5,2022-08-23 07:39:08,266.77,Travel
351,5,2022-10-09 01:00:19,403.93,Travel
352,5,2022-10-13 02:44:52,225.37,Entertainment
353,5,2022-10-17 09:29:57,239.37,Travel
354,5,2022-11-20 15:08:10,349.57,Retail
355,5,2022-11-27 12:37:03,393.74,Entertainment
356,5,2023-01-27 07:07:20,262.41,Entertainment
357,5,2023-02-14 07:53:04,155.51,Travel
358,5,2023-03-23 08:14:20,270.21,Retail
359,5,2023-05-14 14:53:18,150.56,Travel
360,5,2023-06-10 12:46:47,265.08,Retail
361,5,2023-07-04 01:37:49,546.51,Retail
362,5,2023-07-08 13:13:58,216.81,Entertainment
363,5,2023-08-04 15:16:32,250.17,Travel
364,5,2023-08-11 04:13:18,179.7,Entertainment
365,5,2023-08-31 12:47:03,258.2,Travel
366,5,2023-09-06 03:46:28,432.55,Travel
367,5,2023-09-16 12:15:52,269.5,Entertainment
368,5,2023-11-21 13:40:47,194.17,Entertainment
369,5,2023-12-14 06:12:13,305.99,Travel
370,5,2023-12-16 12:34:03,229.94,Entertainment
371,5,2023-12-28 19:09:42,268.22,Travel
372,5,2024-01-08 06:34:27,286.95,Retail
373,5,2024-02-09 16:32:24,360.81,Entertainment
374,5,2024-03-13 03:59:20,101.96,Retail
375,5,2024-03-28 01:41:34,210.17,Travel
376,5,2024-03-31 20:39:21,127.88,Travel
377,5,2024-04-05 04:03:12,317.99,Entertainment
378,5,2024-04-10 06:45:59,212.15,Travel
379,5,2024-05-01 10:32:49,152.53,Travel
380,5,2024-05-29 09:30:58,346.46,Entertainment
381,5,2024-06-03 22:06:22,102.71,Travel
382,5,2024-06-17 09:21:31,150.64,Travel
383,5,2024-06-27 13:36:21,389.19,Retail
384,5,2024-06-30 04:46:18,178.63,Travel
385,5,2024-07-22 11:57:02,226.94,Retail
386,5,2024-07-26 07:48:15,582.53,Travel
387,5,2024-07-27 07:25:48,248.69,Entertainment
388,5,2024-09-11 19:18:47,242.5,Travel
389,5,2024-09-13 15:22:47,273.39,Retail
390,5,2024-10-15 10:14:37,252.26,Retail
391,5,2024-10-17 23:09:55,324.92,Retail
392,5,2024-10-21 00:16:47,342.08,Entertainment
393,5,2024-10-29 11:07:06,238.14,Travel
394,5,2024-11-16 14:21:11,453.42,Entertainment
395,5,2024-12-10 01:16:55,94.47,Travel
396,5,2024-12-19 20:34:49,305.81,Entertainment
397,5,2024-12-28 10:03:59,371.54,Retail
398,5,2025-03-15 00:24:06,308.73,Entertainment
399,5,2025-03-17 06:31:29,372.14,Travel
400,5,2025-03-23 10:47:15,121.79,Travel
401,5,2025-04-04 21:43:57,278.1,Retail
402,5,2025-04-07 08:48:46,381.42,Travel
403,6,2023-06-26 07:12:06,54.61,Retail
404,6,2023-06-27 14:15:21,42.57,Utilities
405,6,2023-06-28 06:30:07,15.58,Grocery
406,6,2023-07-06 14:17:23,43.95,Grocery
407,6,2023-07-14 08:26:43,38.52,Retail
408,6,2023-07-14 14:00:43,61.68,Dining
409,6,2023-07-15 00:02:44,51.87,Retail
410,6,2023-07-20 16:14:23,53.22,Grocery
411,6,2023-08-09 23:21:52,16.56,Retail
412,6,2023-08-11 09:54:43,75.21,Grocery
413,6,2023-08-11 18:09:27,80.48,Grocery
414,6,2023-08-17 07:51:52,29.03,Gas
415,6,2023-08-19 09:56:41,16.52,Retail
416,6,2023-08-24 06:09:11,5.89,Grocery
417,6,2023-08-30 07:53:30,5.88,Grocery
418,6,2023-08-31 16:47:28,22.7,Dining
419,6,2023-08-31 23:52:48,77.18,Retail
420,6,2023-09-04 01:10:19,32.16,Dining
421,6,2023-09-04 22:17:30,30.58,Gas
422,6,2023-09-09 02:16:59,0.77,Travel
423,6,2023-09-12 20:16:12,26.89,Grocery
424,6,2023-09-17 11:37:40,31.6,Grocery
425,6,2023-09-23 08:54:00,56.63,Grocery
426,6,2023-09-23 09:00:29,34.33,Entertainment
427,6,2023-09-27 02:27:36,22.38,Grocery
428,6,2023-10-06 06:44:47,29.23,Entertainment
429,6,2023-10-10 02:23:40,21.66,Dining
430,6,2023-10-12 14:06:46,13.57,Grocery
431,6,2023-10-16 11:27:48,47.17,Retail
432,6,2023-10-31 11:16:17,34.53,Utilities
433,6,2023-11-09 11:21:42,37.85,Dining
434,6,2023-11-13 05:03:18,157.38,Grocery
435,6,2023-11-25 05:15:41,28.37,Entertainment
436,6,2023-12-04 06:02:42,45.7,Travel
437,6,2023-12-04 20:36:31,18.85,Travel
438,6,2023-12-07 15:26:33,74.62,Dining
439,6,2023-12-15 18:17:56,28.29,Grocery
440,6,2023-12-16 19:47:10,82.97,Utilities
441,6,2023-12-21 05:00:26,36.85,Entertainment
442,6,2023-12-29 17:48:01,25.43,Grocery
443,6,2024-01-01 15:23:45,56.75,Dining
444,6,2024-01-05 00:40:50,44.26,Grocery
445,6,2024-01-13 00:48:30,18.87,Utilities
446,6,2024-01-18 08:25:21,24.11,Utilities
447,6,2024-01-20 16:50:43,5.57,Utilities
448,6,2024-02-03 02:35:44,67.91,Grocery
449,6,2024-02-08 00:34:48,11.26,Dining
450,6,2024-02-10 16:28:05,25.92,Healthcare
451,6,2024-02-12 00:36:20,26.0,Entertainment
452,6,2024-02-14 19:54:49,12.53,Healthcare
453,6,2024-02-17 15:23:36,23.75,Dining
454,6,2024-02-22 22:58:22,36.34,Utilities
455,6,2024-02-23 20:16:59,24.37,Grocery
456,6,2024-02-28 04:12:37,75.89,Healthcare
457,6,2024-03-01 09:18:34,8.54,Grocery
458,6,2024-03-03 15:16:00,80.76,Dining
459,6,2024-03-11 20:47:12,53.45,Travel
460,6,2024-03-14 16:48:50,57.27,Travel
461,6,2024-03-16 17:04:05,37.54,Travel
462,6,2024-03-17 05:32:00,31.76,Travel
463,6,2024-04-01 16:36:30,26.36,Retail
464,6,2024-04-09 18:12:35,30.53,Retail
465,6,2024-04-11 16:15:14,9.86,Gas
466,6,2024-04-24 04:03:54,42.08,Retail
467,6,2024-04-27 01:28:21,50.65,Grocery
468,6,2024-05-11 03:47:25,11.01,Grocery
469,6,2024-05-18 07:13:11,37.78,Grocery
470,6,2024-05-20 11:27:35,35.25,Grocery
471,6,2024-05-25 07:53:04,25.17,Grocery
472,6,2024-05-26 09:19:17,132.9,Grocery
473,6,2024-05-27 12:50:36,54.11,Travel
474,6,2024-05-28 23:19:58,49.71,Retail
475,6,2024-06-01 06:43:49,124.94,Retail
476,6,2024-06-02 21:24:44,27.25,Utilities
477,6,2024-06-13 07:50:24,8.46,Grocery
478,6,2024-06-17 11:03:17,5.3,Retail
479,6,2024-06-22 17:11:23,3.36,Grocery
480,6,2024-06-25 23:07:26,82.83,Dining
481,6,2024-07-06 02:44:05,98.81,Dining
482,6,2024-07-07 15:51:10,38.63,Dining
483,6,2024-07-20 17:51:26,64.74,Entertainment
484,6,2024-07-21 12:16:22,18.32,Grocery
485,6,2024-07-22 00:40:13,25.31,Grocery
486,6,2024-07-23 21:43:18,14.52,Entertainment
487,6,2024-07-27 21:47:30,57.3,Retail
488,6,2024-07-28 14:46:48,13.13,Healthcare
489,6,2024-08-05 08:49:33,25.93,Retail
490,6,2024-08-10 10:44:11,3.53,Utilities
491,6,2024-08-15 00:31:54,62.15,Dining
492,6,2024-09-09 01:21:12,36.81,Utilities
493,6,2024-09-10 06:47:51,35.91,Grocery
494,6,2024-09-13 21:33:08,15.7,Gas
495,6,2024-09-17 13:10:25,15.59,Grocery
496,6,2024-09-18 16:46:51,34.92,Gas
497,6,2024-09-22 22:14:36,77.04,Gas
498,6,2024-09-28 06:50:47,39.08,Dining
499,6,2024-10-11 10:58:31,47.7,Gas
500,6,2024-10-22 17:08:04,22.5,Dining
501,6,2024-10-22 23:57:24,29.42,Grocery
502,6,2024-10-23 17:34:24,57.96,Retail
503,6,2024-10-24 12:12:33,39.88,Entertainment
504,6,2024-10-24 19:12:48,20.18,Retail
505,6,2024-10-26 00:52:52,25.51,Healthcare
506,6,2024-10-27 09:50:04,31.9,Grocery
507,6,2024-10-29 04:58:45,45.84,Dining
508,6,2024-11-04 17:46:16,38.47,Travel
509,6,2024-11-10 20:03:34,52.42,Retail
510,6,2024-11-11 11:28:54,42.34,Grocery
511,6,2024-11-21 10:38:02,81.39,Dining
512,6,2024-11-24 07:34:19,9.75,Healthcare
513,6,2024-11-25 01:09:19,56.04,Retail
514,6,2024-12-02 11:46:09,87.07,Dining
515,6,2024-12-03 19:10:00,28.44,Dining
516,6,2024-12-06 03:41:46,95.23,Healthcare
517,6,2024-12-10 10:19:36,31.08,Travel
518,6,2024-12-14 02:31:59,15.66,Dining
519,6,2024-12-16 06:34:31,18.95,Grocery
520,6,2024-12-16 09:35:59,49.53,Retail
521,6,2024-12-17 06:24:28,43.24,Grocery
522,6,2024-12-21 00:55:15,70.55,Dining
523,6,2024-12-21 12:27:54,73.42,Retail
524,6,2024-12-21 22:01:54,80.85,Grocery
525,6,2024-12-22 01:57:30,30.13,Grocery
526,6,2024-12-27 05:23:16,16.93,Grocery
527,6,2024-12-30 23:03:19,36.9,Grocery
528,6,2025-01-07 06:50:59,31.63,Retail
529,6,2025-01-07 18:48:05,8.53,Grocery
530,6,2025-01-08 01:51:30,12.15,Grocery
531,6,2025-01-12 00:14:15,18.72,Grocery
532,6,2025-01-14 20:34:21,47.62,Grocery
533,6,2025-01-16 04:49:48,36.93,Entertainment
534,6,2025-01-21 01:29:26,51.55,Gas
535,6,2025-01-21 09:28:07,85.62,Retail
536,6,2025-01-28 16:53:21,82.05,Dining
537,6,2025-02-04 07:11:02,40.03,Gas
538,6,2025-02-05 07:44:38,22.76,Dining
539,6,2025-02-06 03:23:38,47.83,Gas
540,6,2025-02-09 12:13:36,35.26,Entertainment
541,6,2025-02-11 03:25:17,36.42,Dining
542,6,2025-02-12 03:31:48,7.07,Dining
543,6,2025-02-15 22:41:42,17.99,Entertainment
544,6,2025-02-20 21:40:16,21.42,Gas
