card_id,snapshot_date,balance,payment_made,late_payment
7,2019-05-31,1640.9,1393.26,False
7,2019-06-30,1194.29,1083.1,False
7,2019-07-31,1097.33,1048.46,False
7,2019-08-31,1616.87,1395.13,False
7,2019-09-30,1266.04,1223.46,False
7,2019-10-31,1019.84,523.37,False
7,2019-11-30,1524.97,1515.27,False
7,2019-12-31,1382.13,954.29,False
7,2020-01-31,1545.8,1420.84,False
7,2020-02-29,1263.78,804.65,True
7,2020-03-31,1560.72,1414.72,False
7,2020-04-30,1647.78,1281.5,False
7,2020-05-31,1613.55,1492.25,False
7,2020-06-30,1287.36,726.82,False
7,2020-07-31,1390.08,853.96,False
7,2020-08-31,1397.96,949.33,True
7,2020-09-30,1433.24,1089.48,False
7,2020-10-31,1333.31,1234.77,False
7,2020-11-30,1360.22,1276.33,False
7,2020-12-31,1078.45,554.75,False
7,2021-01-31,1399.4,1192.34,False
7,2021-02-28,1080.01,547.86,False
7,2021-03-31,1379.35,960.2,False
7,2021-04-30,1586.74,1069.67,False
7,2021-05-31,1507.21,1052.44,False
7,2021-06-30,1559.16,1519.81,True
7,2021-07-31,1601.55,1194.85,False
7,2021-08-31,1293.03,1280.12,False
7,2021-09-30,1206.98,985.74,False
7,2021-10-31,1040.07,587.06,True
7,2021-11-30,1090.26,620.81,False
7,2021-12-31,1110.04,746.87,False
7,2022-01-31,1302.81,1086.26,False
7,2022-02-28,1116.91,581.28,False
7,2022-03-31,1173.87,690.83,True
7,2022-04-30,1069.62,781.24,False
7,2022-05-31,1230.42,924.92,False
7,2022-06-30,1015.95,914.06,False
7,2022-07-31,1043.96,977.97,False
7,2022-08-31,1030.31,657.79,False
7,2022-09-30,1483.85,878.83,False
7,2022-10-31,1234.51,916.33,False
7,2022-11-30,1233.48,902.0,False
7,2022-12-31,1014.21,635.12,False
7,2023-01-31,1580.84,1194.86,False
7,2023-02-28,1060.73,767.66,False
7,2023-03-31,1150.03,729.83,False
7,2023-04-30,1003.25,663.19,False
7,2023-05-31,1206.15,675.3,False
7,2023-06-30,1381.77,1160.07,False
7,2023-07-31,1318.97,716.81,False
7,2023-08-31,1377.32,1202.01,False
7,2023-09-30,1074.2,689.52,False
7,2023-10-31,1416.31,1112.35,False
7,2023-11-30,1641.1,1317.62,False
7,2023-12-31,1057.18,609.39,False
7,2024-01-31,1096.05,650.27,False
7,2024-02-29,1104.43,1047.42,True
7,2024-03-31,1336.18,942.27,False
7,2024-04-30,1063.95,743.62,False
7,2024-05-31,1561.23,1418.43,False
7,2024-06-30,1102.79,920.08,False
7,2024-07-31,1357.46,1066.7,False
7,2024-08-31,1497.87,889.02,False
7,2024-09-30,1270.79,957.93,False
7,2024-10-31,1065.79,858.29,False
7,2024-11-30,1373.62,792.83,False
7,2024-12-31,1341.51,705.52,False
7,2025-01-31,1078.71,573.54,False
7,2025-02-28,1202.75,1088.41,False
7,2025-03-31,1439.79,1267.18,False
7,2025-04-30,1301.24,918.57,False
7,2025-05-31,1603.49,1467.69,False
7,2025-06-30,1072.04,927.78,False
8,2022-05-31,700.07,373.31,False
8,2022-06-30,863.81,795.5,False
8,2022-07-31,955.75,574.23,False
8,2022-08-31,693.0,628.75,False
8,2022-09-30,842.4,572.34,False
8,2022-10-31,788.01,715.75,False
8,2022-11-30,781.56,571.59,False
8,2022-12-31,935.9,703.2,False
8,2023-01-31,999.18,691.38,False
8,2023-02-28,1002.05,813.78,False
8,2023-03-31,1015.95,826.83,False
8,2023-04-30,682.59,612.29,False
8,2023-05-31,846.73,801.81,False
8,2023-06-30,687.76,451.07,False
8,2023-07-31,934.38,482.86,False
8,2023-08-31,942.09,884.04,False
8,2023-09-30,966.57,536.75,False
8,2023-10-31,677.69,473.46,False
8,2023-11-30,687.03,422.27,False
8,2023-12-31,924.42,758.55,False
8,2024-01-31,850.59,532.38,False
8,2024-02-29,700.22,668.17,False
8,2024-03-31,791.51,578.6,False
8,2024-04-30,688.46,546.03,False
8,2024-05-31,879.21,447.57,False
8,2024-06-30,1012.73,792.53,False
8,2024-07-31,1008.73,861.07,False
8,2024-08-31,864.57,694.56,False
8,2024-09-30,931.26,900.7,False
8,2024-10-31,812.33,452.16,False
8,2024-11-30,973.92,547.67,False
8,2024-12-31,986.82,749.41,False
8,2025-01-31,790.74,417.02,False
8,2025-02-28,958.91,481.68,False
8,2025-03-31,790.4,607.58,False
8,2025-04-30,768.82,517.78,False
8,2025-05-31,812.9,497.74,False
8,2025-06-30,683.25,401.88,False
9,2019-08-31,1438.04,1376.81,False
9,2019-09-30,1559.19,1272.51,True
9,2019-10-31,1621.35,955.0,False
9,2019-11-30,1235.51,873.89,False
9,2019-12-31,1871.16,1405.42,False
9,2020-01-31,1174.37,1027.55,False
9,2020-02-29,1797.1,1082.88,False
9,2020-03-31,1151.49,847.54,False
9,2020-04-30,1173.34,1041.65,False
9,2020-05-31,1517.08,1092.88,False
9,2020-06-30,1543.49,891.55,False
9,2020-07-31,1769.92,1722.23,False
9,2020-08-31,1327.0,1090.79,False
9,2020-09-30,1143.12,660.81,False
9,2020-10-31,1617.9,830.87,False
9,2020-11-30,1297.27,1084.45,True
9,2020-12-31,1202.12,1081.86,False
9,2021-01-31,1613.27,998.76,False
9,2021-02-28,1306.33,1124.92,False
9,2021-03-31,1746.27,1219.93,False
9,2021-04-30,1277.72,826.14,False
9,2021-05-31,1133.84,615.4,False
9,2021-06-30,1143.98,675.77,False
9,2021-07-31,1439.92,1362.65,False
9,2021-08-31,1380.26,869.17,False
9,2021-09-30,1566.47,993.19,False
9,2021-10-31,1430.91,1110.42,False
9,2021-11-30,1344.77,1310.11,False
9,2021-12-31,1229.1,1148.27,False
9,2022-01-31,1794.48,1614.9,False
9,2022-02-28,1140.94,723.74,False
9,2022-03-31,1598.83,1005.57,False
9,2022-04-30,1749.8,1736.15,False
9,2022-05-31,1252.76,796.95,True
9,2022-06-30,1809.28,1011.16,False
9,2022-07-31,1329.48,1033.12,False
9,2022-08-31,1745.91,1053.15,True
9,2022-09-30,1226.68,1165.36,False
9,2022-10-31,1571.8,1257.85,False
9,2022-11-30,1255.52,1201.79,False
9,2022-12-31,1411.22,1071.76,True
9,2023-01-31,1248.71,1085.15,False
9,2023-02-28,1576.1,981.4,False
9,2023-03-31,1340.45,908.61,False
9,2023-04-30,1346.76,1054.79,False
9,2023-05-31,1621.46,1570.25,False
9,2023-06-30,1285.18,662.63,False
9,2023-07-31,1570.05,825.4,False
9,2023-08-31,1571.37,1048.3,False
9,2023-09-30,1203.98,647.22,False
9,2023-10-31,1495.42,1262.44,False
9,2023-11-30,1308.75,1190.38,False
9,2023-12-31,1644.71,1046.15,False
9,2024-01-31,1394.61,761.17,False
9,2024-02-29,1226.63,1196.11,False
9,2024-03-31,1262.84,973.59,False
9,2024-04-30,1672.83,1511.03,False
9,2024-05-31,1642.89,1519.01,False
9,2024-06-30,1490.88,910.34,False
9,2024-07-31,1831.58,951.9,False
9,2024-08-31,1817.48,1072.84,False
9,2024-09-30,1810.17,935.81,False
9,2024-10-31,1346.93,1296.01,False
9,2024-11-30,1831.73,1350.18,False
9,2024-12-31,1757.01,1158.84,False
9,2025-01-31,1151.83,919.32,False
9,2025-02-28,1214.45,653.95,False
9,2025-03-31,1378.8,1189.05,False
9,2025-04-30,1360.38,1047.15,False
9,2025-05-31,1362.97,1108.02,False
9,2025-06-30,1585.63,977.51,True
10,2019-01-31,1769.99,903.82,False
10,2019-02-28,1515.21,1469.05,False
10,2019-03-31,1865.46,1259.85,False
10,2019-04-30,1420.36,1050.98,False
10,2019-05-31,1772.66,1758.55,False
10,2019-06-30,1432.19,1017.83,False
10,2019-07-31,1298.52,720.99,False
10,2019-08-31,1334.71,865.1,False
10,2019-09-30,1151.64,586.11,False
10,2019-10-31,1439.66,996.48,False
10,2019-11-30,1283.19,1251.09,False
10,2019-12-31,1186.97,841.31,False
10,2020-01-31,1825.73,1339.54,False
10,2020-02-29,1244.94,1239.44,False
10,2020-03-31,1824.23,1504.67,False
10,2020-04-30,1503.08,924.9,False
10,2020-05-31,1284.86,762.2,False
10,2020-06-30,1381.67,730.79,False
10,2020-07-31,1780.21,1715.9,False
10,2020-08-31,1250.06,872.69,False
10,2020-09-30,1639.99,946.19,False
10,2020-10-31,1287.81,788.02,False
10,2020-11-30,1563.01,1234.85,False
10,2020-12-31,1775.49,1123.53,False
10,2021-01-31,1783.92,1744.36,False
10,2021-02-28,1724.75,1427.44,False
10,2021-03-31,1185.16,834.62,False
10,2021-04-30,1314.18,1132.44,False
10,2021-05-31,1180.73,720.35,False
10,2021-06-30,1177.05,1089.48,False
10,2021-07-31,1479.1,1177.67,False
10,2021-08-31,1379.94,1157.78,False
10,2021-09-30,1319.62,1239.54,False
10,2021-10-31,1611.93,1491.5,False
10,2021-11-30,1649.21,1514.81,False
10,2021-12-31,1628.13,1317.65,False
10,2022-01-31,1238.65,1164.87,False
10,2022-02-28,1142.04,1042.58,False
10,2022-03-31,1370.47,1194.71,False
10,2022-04-30,1731.06,1585.77,False
10,2022-05-31,1124.97,723.94,False
10,2022-06-30,1852.95,1511.83,False
10,2022-07-31,1593.68,1227.12,False
10,2022-08-31,1200.09,1056.7,False
10,2022-09-30,1839.36,1234.09,False
10,2022-10-31,1816.24,1001.21,False
10,2022-11-30,1633.91,872.37,False
10,2022-12-31,1649.06,880.06,False
10,2023-01-31,1378.51,1117.22,True
10,2023-02-28,1771.06,1747.58,False
10,2023-03-31,1680.04,949.3,False
10,2023-04-30,1138.56,581.87,False
10,2023-05-31,1485.12,1314.63,False
10,2023-06-30,1453.2,925.42,False
10,2023-07-31,1438.47,1043.89,False
10,2023-08-31,1713.76,1451.28,False
10,2023-09-30,1181.72,992.94,False
10,2023-10-31,1324.27,1291.74,False
10,2023-11-30,1443.07,1402.39,False
10,2023-12-31,1597.05,1116.01,False
10,2024-01-31,1855.03,1307.18,False
10,2024-02-29,1291.93,783.62,True
10,2024-03-31,1606.86,1099.52,False
10,2024-04-30,1473.59,1450.16,False
10,2024-05-31,1768.89,1571.3,False
10,2024-06-30,1751.08,1541.85,False
10,2024-07-31,1218.21,628.92,False
10,2024-08-31,1580.71,1419.9,False
10,2024-09-30,1207.81,679.51,False
10,2024-10-31,1441.55,865.31,False
10,2024-11-30,1168.15,923.99,False
10,2024-12-31,1715.82,1124.17,False
10,2025-01-31,1128.88,605.33,False
10,2025-02-28,1478.62,1182.91,False
10,2025-03-31,1639.21,1524.57,False
10,2025-04-30,1149.79,851.14,False
10,2025-05-31,1300.96,1292.28,False
10,2025-06-30,1492.77,1207.77,False
11,2023-11-30,5715.06,2885.45,False
11,2023-12-31,5662.5,3080.02,False
11,2024-01-31,5055.22,2726.23,False
11,2024-02-29,5179.95,4059.89,False
11,2024-03-31,6017.06,3610.69,False
11,2024-04-30,5144.67,4209.45,False
11,2024-05-31,5053.19,4892.02,True
11,2024-06-30,5692.06,4864.04,False
11,2024-07-31,5908.64,5322.88,False
11,2024-08-31,6034.9,3259.19,False
11,2024-09-30,5699.95,5179.25,False
11,2024-10-31,5820.26,4442.03,False
11,2024-11-30,5115.92,2712.34,False
11,2024-12-31,5213.57,4879.34,False
11,2025-01-31,6236.75,4168.94,False
11,2025-02-28,6003.41,4978.95,False
11,2025-03-31,5709.69,4908.05,False
11,2025-04-30,6262.4,6183.47,False
11,2025-05-31,5263.71,4422.12,True
11,2025-06-30,5052.02,3176.92,False
12,2021-05-31,2178.17,1897.96,False
12,2021-06-30,1805.32,1237.58,False
12,2021-07-31,1506.23,1406.09,False
12,2021-08-31,1895.97,1635.52,False
12,2021-09-30,2321.21,2205.96,False
12,2021-10-31,1737.74,1383.55,False
12,2021-11-30,1673.03,1357.64,False
12,2021-12-31,2183.98,1235.66,False
12,2022-01-31,2356.03,1389.68,False
12,2022-02-28,2417.02,1427.22,False
12,2022-03-31,1948.45,1215.08,False
12,2022-04-30,1902.51,1440.98,False
12,2022-05-31,2046.91,1190.81,False
12,2022-06-30,2415.09,1519.25,False
12,2022-07-31,1785.04,1582.86,True
12,2022-08-31,2415.48,1755.8,False
12,2022-09-30,1538.88,900.06,False
12,2022-10-31,1796.59,1642.88,False
12,2022-11-30,1710.24,1382.85,False
12,2022-12-31,1630.37,951.83,True
12,2023-01-31,2187.2,1819.54,False
12,2023-02-28,2292.6,2069.84,False
12,2023-03-31,2316.17,1396.47,True
12,2023-04-30,1730.82,914.81,False
12,2023-05-31,2383.0,1238.38,True
12,2023-06-30,1909.25,1846.13,False
12,2023-07-31,1963.08,1022.35,True
12,2023-08-31,2431.92,2389.51,True
12,2023-09-30,2397.87,1965.2,False
12,2023-10-31,1911.74,1448.71,False
12,2023-11-30,2119.19,1207.57,True
12,2023-12-31,1768.16,1507.07,False
12,2024-01-31,2125.62,2093.64,True
12,2024-02-29,2124.8,1533.84,False
12,2024-03-31,1640.25,1388.16,False
12,2024-04-30,2390.83,2012.18,False
12,2024-05-31,2071.25,1935.48,False
12,2024-06-30,1496.72,1445.04,False
12,2024-07-31,2128.63,1293.86,False
12,2024-08-31,1852.2,1529.21,True
12,2024-09-30,2110.37,2109.75,True
12,2024-10-31,2422.68,1704.24,False
12,2024-11-30,2232.17,1748.92,False
12,2024-12-31,2326.19,1633.15,False
12,2025-01-31,2119.91,1916.24,False
12,2025-02-28,2247.26,1613.06,False
12,2025-03-31,1584.56,1223.67,True
12,2025-04-30,1784.44,1219.18,False
12,2025-05-31,2147.17,1490.74,False
12,2025-06-30,1699.32,1166.8,False
13,2024-12-31,722.73,579.43,False
13,2025-01-31,973.69,712.49,False
13,2025-02-28,1085.72,824.65,False
13,2025-03-31,700.88,470.03,False
13,2025-04-30,872.32,689.21,False
13,2025-05-31,968.37,854.53,False
13,2025-06-30,1019.01,996.35,True
14,2024-11-30,1580.23,1301.69,False
14,2024-12-31,1827.52,1760.85,True
14,2025-01-31,2551.78,1724.52,True
14,2025-02-28,2081.59,1308.05,False
14,2025-03-31,1894.4,1707.83,False
14,2025-04-30,1898.61,1528.7,False
14,2025-05-31,1858.06,1313.23,True
14,2025-06-30,1762.18,1481.22,False
15,2019-07-31,1951.47,1080.02,False
15,2019-08-31,1551.75,1522.99,False
15,2019-09-30,2037.11,1578.99,True
15,2019-10-31,1884.43,1838.64,False
15,2019-11-30,2048.77,1930.15,False
15,2019-12-31,1512.42,1218.24,False
16,2020-03-31,2159.54,1461.38,False
16,2020-04-30,2052.02,1307.96,False
16,2020-05-31,1730.98,1443.25,True
16,2020-06-30,1911.05,1387.2,False
16,2020-07-31,1500.88,1303.42,False
16,2020-08-31,1544.72,846.29,True
16,2020-09-30,1927.35,1548.72,False
16,2020-10-31,1558.41,1083.8,False
16,2020-11-30,1796.69,1785.72,True
16,2020-12-31,1975.19,1386.9,False
16,2021-01-31,1995.39,1688.54,False
16,2021-02-28,1465.23,808.89,False
16,2021-03-31,1870.13,1191.42,True
16,2021-04-30,1426.78,1351.3,False
16,2021-05-31,1640.67,1006.27,False
16,2021-06-30,1412.17,1072.59,True
16,2021-07-31,2069.86,1276.81,False
16,2021-08-31,2141.6,1767.76,False
16,2021-09-30,1641.54,1094.09,False
16,2021-10-31,2244.23,1864.77,False
16,2021-11-30,2007.14,1470.44,True
16,2021-12-31,1855.65,1816.33,False
16,2022-01-31,1970.57,1183.26,False
16,2022-02-28,1436.69,1041.87,False
16,2022-03-31,1662.44,1383.91,False
16,2022-04-30,2183.97,1348.21,False
16,2022-05-31,1486.84,1481.25,False
16,2022-06-30,1835.55,1690.57,False
16,2022-07-31,1910.8,1040.55,False
16,2022-08-31,1464.62,1337.25,False
16,2022-09-30,1987.43,1029.65,False
16,2022-10-31,1586.45,1078.89,True
16,2022-11-30,2192.77,1703.57,False
16,2022-12-31,1706.9,1235.12,False
16,2023-01-31,1813.71,1740.61,False
16,2023-02-28,2242.44,2075.85,False
16,2023-03-31,2187.05,1220.77,False
16,2023-04-30,1692.18,1588.94,False
16,2023-05-31,2074.87,1857.04,False
16,2023-06-30,1422.51,997.88,False
16,2023-07-31,1975.02,1329.29,False
16,2023-08-31,1926.45,1755.46,True
16,2023-09-30,2125.34,2043.26,False
16,2023-10-31,1895.21,1672.34,False
16,2023-11-30,1801.91,1260.13,True
16,2023-12-31,1680.41,897.48,True
16,2024-01-31,1471.32,1444.19,False
16,2024-02-29,2218.75,1589.18,False
16,2024-03-31,1805.13,1299.25,True
16,2024-04-30,1926.32,1171.24,False
16,2024-05-31,1934.75,1114.44,True
16,2024-06-30,2052.23,1497.92,True
16,2024-07-31,2244.88,1187.3,False
16,2024-08-31,2234.81,1384.67,True
16,2024-09-30,1458.92,950.69,True
16,2024-10-31,1972.51,1047.69,False
16,2024-11-30,2246.53,2037.57,False
16,2024-12-31,1625.27,1319.63,False
16,2025-01-31,1733.09,979.81,False
16,2025-02-28,1754.42,1047.93,False
16,2025-03-31,1722.33,1573.81,False
16,2025-04-30,2041.92,1032.22,False
16,2025-05-31,1782.81,908.51,False
16,2025-06-30,2033.81,1156.33,False
17,2021-03-31,2796.47,1415.18,False
17,2021-04-30,4036.66,3636.1,False
17,2021-05-31,3241.0,1798.33,False
17,2021-06-30,3186.42,2938.45,False
17,2021-07-31,3241.63,1864.02,False
17,2021-08-31,3647.79,2692.1,False
17,2021-09-30,3088.75,2253.93,False
17,2021-10-31,3900.05,3812.95,False
17,2021-11-30,2959.84,2498.3,False
17,2021-12-31,2860.81,2633.19,True
17,2022-01-31,3915.83,2861.45,False
17,2022-02-28,3520.61,3335.99,False
17,2022-03-31,3446.56,1838.14,False
17,2022-04-30,2690.44,2337.23,False
17,2022-05-31,3554.64,1851.39,False
17,2022-06-30,3613.49,1936.98,False
17,2022-07-31,2465.34,2411.72,False
17,2022-08-31,3021.54,1958.77,False
17,2022-09-30,3708.6,3080.68,False
17,2022-10-31,2729.47,1499.02,False
17,2022-11-30,3691.83,2335.17,True
17,2022-12-31,2579.57,2538.12,False
17,2023-01-31,3699.74,3005.42,False
17,2023-02-28,2780.95,1559.26,False
17,2023-03-31,3708.56,3048.26,False
17,2023-04-30,2514.0,2474.39,False
17,2023-05-31,2923.02,2893.75,False
17,2023-06-30,3395.18,2967.51,False
17,2023-07-31,3515.92,1983.15,False
17,2023-08-31,3958.75,2423.97,False
17,2023-09-30,3150.06,2267.11,False
17,2023-10-31,3983.19,2470.96,False
17,2023-11-30,2767.56,2611.09,False
17,2023-12-31,2911.74,2643.78,False
17,2024-01-31,3825.76,3670.68,False
17,2024-02-29,3676.62,2684.92,False
17,2024-03-31,3633.33,3227.21,False
17,2024-04-30,2734.88,2112.73,False
17,2024-05-31,3973.92,2072.74,False
17,2024-06-30,2660.37,2295.87,False
17,2024-07-31,2793.71,2103.46,False
17,2024-08-31,3640.36,2807.15,False
17,2024-09-30,3274.43,2124.37,False
17,2024-10-31,3568.76,3342.72,False
17,2024-11-30,3686.53,2138.32,False
17,2024-12-31,2460.81,1533.92,False
17,2025-01-31,4062.65,2232.79,False
17,2025-02-28,3750.04,2257.59,False
17,2025-03-31,3640.8,2941.74,False
17,2025-04-30,3025.02,2698.0,False
17,2025-05-31,2454.13,2160.85,True
17,2025-06-30,3661.44,2201.41,False
18,2025-04-30,4883.92,3240.31,False
18,2025-05-31,4720.93,4429.77,False
18,2025-06-30,4884.88,3538.14,False
19,2025-02-28,4220.23,3361.51,False
19,2025-03-31,3382.66,2867.85,True
19,2025-04-30,3748.71,2540.68,False
19,2025-05-31,2817.36,2237.27,False
19,2025-06-30,3788.92,2017.32,False
20,2023-03-31,11079.66,8645.79,False
20,2023-04-30,11697.64,10557.06,False
20,2023-05-31,12496.21,9361.26,False
20,2023-06-30,8376.59,5588.18,False
20,2023-07-31,11865.4,10611.32,False
20,2023-08-31,10427.79,5982.7,False
20,2023-09-30,10394.58,5657.77,False
20,2023-10-31,11277.12,9786.64,False
20,2023-11-30,13077.01,10739.92,False
20,2023-12-31,11481.1,10250.62,False
20,2024-01-31,10264.97,9442.76,False
20,2024-02-29,11135.48,8840.29,False
20,2024-03-31,10008.77,6678.41,True
20,2024-04-30,8191.92,7502.56,False
20,2024-05-31,10846.37,7043.23,False
20,2024-06-30,9455.52,6759.07,False
20,2024-07-31,12586.96,7464.71,False
20,2024-08-31,10524.47,7803.73,False
20,2024-09-30,8495.1,7339.51,False
20,2024-10-31,10409.8,9001.92,False
20,2024-11-30,8915.97,7178.36,False
20,2024-12-31,12100.24,10024.78,False
20,2025-01-31,8432.52,4456.82,False
20,2025-02-28,9468.46,5903.48,False
20,2025-03-31,9403.11,5980.14,False
20,2025-04-30,10479.07,9309.14,False
20,2025-05-31,10682.4,5520.74,False
20,2025-06-30,12933.64,7367.29,False
21,2020-01-31,762.53,513.69,False
21,2020-02-29,607.21,505.13,False
21,2020-03-31,822.01,796.04,False
21,2020-04-30,765.6,482.39,False
21,2020-05-31,990.04,622.01,False
21,2020-06-30,677.54,530.29,False
21,2020-07-31,986.33,793.27,False
